

    NODE   SXX         SYY         SZZ         SXY         SYZ         SZX  
     173  -0.10008E+003  -0.28523E-001   0.94163E-002   0.71114E-001   0.22182E-013  -0.13330E-011
     174  -0.10008E+003  -0.30104E-001   0.81984E-002   0.76265E-001  -0.11501E-002  -0.18413E-002
     175  -0.10009E+003  -0.31684E-001   0.69804E-002   0.81415E-001  -0.13906E-002  -0.19729E-002
     176  -0.10012E+003  -0.44703E-002   0.13435E-001   0.50604E-001   0.16848E-002   0.42020E-002
     177  -0.10012E+003  -0.34291E-002   0.15965E-001   0.46605E-001   0.12538E-002   0.38518E-002
     178  -0.10011E+003  -0.23878E-002   0.18494E-001   0.42605E-001   0.22085E-013  -0.16776E-011
     179  -0.10012E+003  -0.34291E-002   0.15965E-001   0.46605E-001  -0.12538E-002  -0.38518E-002
     180  -0.10012E+003  -0.44703E-002   0.13435E-001   0.50604E-001  -0.16848E-002  -0.42020E-002
     181  -0.10026E+003  -0.60527E-001   0.54867E-002  -0.19741E+000   0.29143E-003   0.81450E-002
     182  -0.10026E+003  -0.54048E-001   0.77062E-002  -0.18370E+000   0.52252E-003   0.72612E-002
     183  -0.10026E+003  -0.47570E-001   0.99257E-002  -0.16999E+000  -0.30137E-012  -0.74049E-012
     184  -0.10026E+003  -0.54048E-001   0.77062E-002  -0.18370E+000  -0.52252E-003  -0.72612E-002
     185  -0.10026E+003  -0.60527E-001   0.54867E-002  -0.19741E+000  -0.29143E-003  -0.81450E-002
     186  -0.99642E+002  -0.19761E+000  -0.85602E-002  -0.15602E-011  -0.23334E-012  -0.30065E-002
     187  -0.99651E+002  -0.17899E+000  -0.78514E-002  -0.12587E-011  -0.23388E-012  -0.22334E-002
     188  -0.99661E+002  -0.16038E+000  -0.71426E-002  -0.82406E-012  -0.20766E-012  -0.81972E-012
     189  -0.99651E+002  -0.17899E+000  -0.78514E-002  -0.37099E-012  -0.14003E-012   0.22334E-002
     190  -0.99642E+002  -0.19761E+000  -0.85602E-002  -0.51160E-013  -0.99158E-013   0.30065E-002
     191  -0.10026E+003  -0.60527E-001   0.54867E-002   0.19741E+000  -0.29143E-003   0.81450E-002
     192  -0.10026E+003  -0.54048E-001   0.77062E-002   0.18370E+000  -0.52252E-003   0.72612E-002
     193  -0.10026E+003  -0.47570E-001   0.99257E-002   0.16999E+000   0.48841E-014  -0.16624E-011
     194  -0.10026E+003  -0.54048E-001   0.77062E-002   0.18370E+000   0.52252E-003  -0.72612E-002
     195  -0.10026E+003  -0.60527E-001   0.54867E-002   0.19741E+000   0.29143E-003  -0.81450E-002
